data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7239577,508,MZM1628,1628,2020-07-07,2020,1,Violence against civilians,Attack,Military Forces of Mozambique (1990-),,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado; MediaFax (Mozambique); Savana,Local partner-Other,"On 7 July 2020, members of the FDS forces killed 4 people suspected of supporting the Islamist Militia in Mocimboa Da Praia (Mocimboa Da Praia, Cabo Delgado).",4,1601937199,MOZ
7239670,508,MZM1659,1659,2020-07-07,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Anga,-11.3905,40.3822,1,Cabo Ligado,Local partner-Other,"On 7 July 2020, 4 civilians were killed in Anga (Mocimboa da Praia, Cabo Delgado). It was unclear whether the perpetrators were members from an Islamist militia or from the Armed Forces.",4,1601937200,MOZ
7157244,508,MZM1627,1627,2020-07-07,2020,1,Protests,Peaceful protest,Protesters (Mozambique),,6,,,0,60,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Carta de Mocambique; O Pais; Miramar,National-Regional,"On 7 July 2020, victims of the Hulene dump collapse gathered in the Municipal Council of Maputo (Maputo, Maputo City), to demand the payment of housing subsides due by the government. [size=no report]",0,1594671474,MOZ
7157604,508,MZM1625,1625,2020-07-06,2020,1,Riots,Mob violence,Rioters (Mozambique),Vigilante Group (Mozambique),5,Civilians (Mozambique),,7,57,Eastern Africa,Mozambique,Sofala,Beira,Cidade Da Beira,Beira,-19.8436,34.8389,1,Miramar,National,"On 6 July 2020, a robbery suspect was beaten to death by a group in the Chota zone of Beira city (Beira, Sofala). [size=no report]",1,1594671475,MOZ
7239576,508,MZM1624,1624,2020-07-04,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Simbolongo,-11.9671,40.3950,1,Carta de Mocambique; Cabo Ligado,Local partner-Other,"On 4 July 2020, 3 men were killed during an attack by Islamist militants in Simbolongo (Macomia, Cabo Delgado).",3,1601937199,MOZ
7157591,508,MZM1622,1622,2020-07-03,2020,2,Strategic developments,Other,Former RMJ: Renamo Military Junta,,3,FRELIMO: Liberation Front of Mozambique,,3,33,Eastern Africa,Mozambique,Manica,Sussundenga,Dombe,Dombe,-19.9713,33.3983,1,Lusa,National,"Around 3 July 2020 (weekend of), 160 members of RENAMO changed their affiliation to FRELIMO in a DDR ceremony in Dombe (Sussundenga, Manica).",0,1594671475,MOZ
7177080,508,MZM1623,1623,2020-07-03,2020,1,Battles,Armed clash,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Carta de Mocambique,National,"On 3 July 2020, during a two day clash between Islamist militants and the Military Forces in Mocimboa Da Praia (Mocimboa Da Praia, Cabo Delgado) displaced residents to the main city of Mueda district. Injuries and/or fatalities were not reported.",0,1596817624,MOZ
7239671,508,MZM1621,1621,2020-07-03,2020,1,Strategic developments,Looting/property destruction,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Milamba,-11.7975,40.4411,1,Cabo Ligado,Local partner-Other,"On 3 July 2020, insugents destroyed houses in Milamba village (Macomia, Cabo Delgado). No fatalities and/or injuries reported.",0,1601937200,MOZ
7177093,508,MZM1620,1620,2020-07-02,2020,1,Battles,Armed clash,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Carta de Mocambique,National,"On 2 July 2020, during a two day clash between Islamist militants and the Military in Mocimboa Da Praia (Mocimboa Da Praia, Cabo Delgado) displaced residents to the main city of Mueda district. Injuries and/or fatalities were not reported.",0,1596817624,MOZ
7157526,508,MZM1619,1619,2020-07-01,2020,1,Strategic developments,Other,Former RMJ: Renamo Military Junta,,3,,,0,30,Eastern Africa,Mozambique,Sofala,Chibabava,Muxungue,Muxungue,-20.5855,33.8448,1,Jornal de Noticias,National,"On 1 July 2020, around 250 former RMJ presented themselves in Muxungue (Chibabava, Sofala), in the context of the country's DDR efforts.",0,1594671475,MOZ
7163759,508,MZM1631,1631,2020-07-01,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Niassa,Lichinga,Cidade De Lichinga,Lichinga,-13.3128,35.2406,2,Jornal Mwatengue,National,"On 1 July 2020, an individual was killed after 13 armed individuals ambushed a bus in the Niassa-Muhoco region (Lichinga, Niassa). The group took all the passengers belongings.",1,1595270743,MOZ
7239575,508,MZM1618,1618,2020-07-01,2020,1,Battles,Armed clash,Military Forces of Mozambique (1990-),Dyck Advisory Group,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Bilibiza,Ntessa,-12.5042,40.1864,2,Cabo Ligado; Carta de Mocambique,Local partner-Other,"On 1 July 2020, a land and air attack by FDS forces reportedly destroyed an Islamist militia base near Ntessa (Quissanga, Cabo Delgado). Sources favorable to the government reported that 100 militiamen and between 12 to 15 security forces members were killed, mentioning that the soldiers took over the base. Another source indicated losses on both sides and that the base was still in the hands of the Islamist group.",112,1601937199,MOZ
7239672,508,MZM1610,1610,2020-07-01,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Tororo,-12.5951,40.1499,1,Cabo Ligado,Local partner-Other,"Around 1 July 2020 (as reported), 3 dead bodies of young people were found in Tororo (Quissanga). Islamist militants were the suspected attackers.",3,1601937200,MOZ
7239673,508,MZM1617,1617,2020-07-01,2020,2,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Women (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,19 de Outubro,-12.4733,40.0827,2,Cabo Ligado,Local partner-Other,"Around 1 July 2020 (as reported), a woman was abducted by militiamen in the 19 de Outubro village (Quissanga, Cabo Delgado), known as ADPP crossing. She managed to run away. It was not reported whether she was injured.",0,1601937200,MOZ
7239674,508,MZM1609,1609,2020-06-30,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Palma,Palma,Quelimane,-11.1631,40.3042,1,Cabo Ligado,Local partner-Other,"On 30 June 2020, Islamist militants attacked Quelimane (Palma, Cabo Delgado) as they were withdrawing from Mocimboa Da Praia. No fatalities were reported.",0,1601937200,MOZ
7177074,508,MZM1614,1614,2020-06-29,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Labour Group (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Carta de Mocambique; HumAngle; VOA,National-Regional,"Around 29 June 2020, Islamist militants attacked civilians while in control of Mocimbo Da Praia (Mocimbo Da Praia, Cado Delgado). The group took control of the city on 27 June 2020, and stayed for three days. Witnesses confirmed the beheading of at least 8 people, including 6 from the same family, and the driver of a FRELIMO member.",8,1596817624,MOZ
7239578,508,MZM1629,1629,2020-06-29,2020,1,Battles,Armed clash,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Carta de Mocambique; HumAngle; VOA; Cabo Ligado,Local partner-Other,"On 29 June 2020, Islamist militants clashed with the Armed Forces after the group took control of Mocimboa Da Praia (Mocimboa Da Praia, Cabo Delgado) two days earlier. The group stayed in the city for 3 days, and during the time, 12 Armed Forces members were killed, along with 40 civilians (at least eight of whom were killed in targeted attacks coded separately); several were injured. According to sources, over 100 militiamen were killed, but the number was not confirmed. According to witnesses, the majority of the civilians killed were found in the Christian majority neighborhood 30 de Junho. 44 fatalities split across three events.",15,1601937199,MOZ
7239675,508,MZM1615,1615,2020-06-29,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Nivico,-12.6506,40.0237,1,Cabo Ligado,Local partner-Other,"On 29 June 2020, a man was beheaded by militiamen in Nivico (Quissanga, Cabo Delgado). 1 fatality reported.",1,1601937200,MOZ
7239574,508,MZM1616,1616,2020-06-28,2020,1,Battles,Armed clash,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado; VOA; HumAngle; Carta de Mocambique,Local partner-Other,"On 28 June 2020, Islamist militants clashed with the Armed Forces after the group took control of Mocimboa Da Praia (Mocimboa Da Praia, Cabo Delgado) on the previous day (coded separately). The group stayed in the city for 3 days, and during the time, 12 Armed Forces members were killed, along with 40 civilians (at least eight of whom were killed in targeted attacks, coded separately); several were injured. According to sources, over 100 militiamen were killed, but the number was not confirmed. According to witnesses, the majority of the civilians killed were found in the Christian majority neighborhood 30 de Junho. 44 fatalities split across three events.",15,1601937199,MOZ
7239676,508,MZM1705,1705,2020-06-28,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Chimbanga,-11.3795,40.2722,1,Cabo Ligado,Local partner-Other,"Around 28 June 2020 (between 27 and 30 June), members of an Islamist militia beheaded 3 people in Chimbanga (Mocimboa da Praia, Cabo Delgado).",3,1601937200,MOZ
7239573,508,MZM1613,1613,2020-06-27,2020,1,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),Labour Group (Mozambique),7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,2,Cabo Ligado; Club Mozambique; VOA,Local partner-Other,"On 27 June 2020, Islamist militants killed 8 employees of a private company in a car ambush 4 km of Mocimboa Da Praia (Mociomboa Da Praia, Cabo Delgado). 3 employees were missing; 3 managed to escape.",8,1601937199,MOZ
7275230,508,MZM1606,1606,2020-06-27,2020,1,Battles,Non-state actor overtakes territory,Islamist Militia (Mozambique),,3,Military Forces of Mozambique (1990-),Dyck Advisory Group,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 27 June 2020, Islamist militants attacked Mocimboa Da Praia (Mocimboa Da Praia, Cabo Delgado) and took over the town. They were reportedly clearing the area of the DAG forces. ISCAP later claimed the attack and said that it killed 10 'elements of the Southern Africa alliance and injured others and seized various weapons and ammunition'. The group stayed in the city for 3 days, and during the time, 12 Armed Forces members were killed, along with 40 civilians (at least eight of whom were killed in targeted attacks coded separately); several were injured. According to the SDF, over 100 militiamen were killed, but the number was not confirmed. According to witnesses, the majority of the civilian casualties were found in the Christian majority neighborhood 30 de Junho. 44 fatalities split across three events.",14,1604354637,MOZ
7177184,508,MZM1608,1608,2020-06-27,2020,1,Violence against civilians,Abduction/forced disappearance,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,VOA,International,"On 27 June 2020, Islamist militants abducted 10 people from Mocimboa Da Praia (Cabo Delgado). The whereabouts of the victims are not known.",0,1596817625,MOZ
7136127,508,MZM1605,1605,2020-06-25,2020,1,Protests,Peaceful protest,Protesters (Mozambique),,6,,,0,60,Eastern Africa,Mozambique,Maputo City,Maputo,Maputo,Maputo,-25.9655,32.5832,1,Undisclosed Source,Local partner-Other,"On 25 June 2020, Friends of the Earth Mozambique activists held a peaceful demonstration in Maputo (Maputo city) and called for a UN probe into Human Rights issues in Cabo Delgado. [size=no report]",0,1593456871,MOZ
7239677,508,MZM1645,1645,2020-06-25,2020,2,Violence against civilians,Attack,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"Around 25 June 2020 (between 25 and 26 June), 26 bodies were found in Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado), suspected to be locals abducted by GSF forces as a response to the attacks perpetrated by an Islamist militia in the area.",26,1601937200,MOZ
7239678,508,MZM1730,1730,2020-06-25,2020,1,Violence against civilians,Attack,Police Forces of Mozambique (1990-),Police Forces of Mozambique (1990-) Rapid Intervention Unit,1,Civilians (Mozambique),Women (Mozambique),7,17,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 25 June 2020, members of the police's Rapid Intervention Unit and Special Operations Group questioned and physically abused women in the Kuliwayamba area of the Nanduadua neighborhood, Mocimboa da Praia (Mocimboa da Praia, Cabo Delgado), under operations to curb an Islamist militia active in the area.",0,1601937200,MOZ
7239680,508,MZM1603,1603,2020-06-23,2020,2,Strategic developments,Disrupted weapons use,Military Forces of Mozambique (1990-),,1,Unidentified Armed Group (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Milamba,-11.7975,40.4411,1,Cabo Ligado,Local partner-Other,"Around 23 June 2020 (between 22 - 23 June), military forces of the Mozambique conducted search operations in Milamba (Mocimboa Da Paria) and found large quantities of arms and ammunition.",0,1601937200,MOZ
7239679,508,MZM1604,1604,2020-06-23,2020,1,Strategic developments,Other,Military Forces of Mozambique (1990-),,1,Islamist Militia (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa Da Praia,Mocimboa Da Praia,Mocimboa Da Praia,-11.3460,40.3522,1,Cabo Ligado,Local partner-Other,"On 23 June 2020, Mozambique's security forces discovered a mass grave in Mocimboa Da Praia district (Cabo Delgado). They were allegedly the bodies of members of an Islamist militia killed during a clash in Mocimboa da Praia in March 2020. The number of the bodies discovered was not reported. Fatalities coded as 10.",10,1601937200,MOZ
7177083,508,MZM1600,1600,2020-06-22,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Quiterajo,Mitacata,-11.7538,40.4497,1,Carta de Mocambique,National,"Around 22 June 2020 (as reported), Islamist militants attacked Mitacata (Macomia) village. No fatalities were reported.",0,1596817624,MOZ
7177084,508,MZM1602,1602,2020-06-22,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Quissanga,Natugo,-12.6914,40.3728,1,Carta de Mocambique,National,"Around 22 June 2020 (as reported), Islamist militants attacked Natugo village (Quissanga). No fatalities were reported.",0,1596817624,MOZ
7177091,508,MZM1601,1601,2020-06-22,2020,2,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Mucojo,Napala,-12.0940,40.2444,1,Carta de Mocambique,National,"Around 22 June 2020 (as reported), Islamist militants attacked Napala village (Macomia). No fatalities were reported.",0,1596817624,MOZ
